5000
140.872677525 114.899290308 -37.1538425893
-133.587045784 -89.0776470506 92.2471743331
-57.6818382552 -135.290535986 142.394752404
-82.6618648485 144.539426105 63.9132948669
40.0348398567 -116.098535974 13.4108740399
-18.9636627083 -105.473122735 -72.1707509127
-49.8409610376 86.1928822259 38.5766415814
-105.64143549 37.2433298093 -44.3397167225
-115.821143181 116.891346673 6.53952537671
-70.7845023055 5.25340703395 -55.7998191773
-39.9754096668 -18.8856568983 110.342721913
-125.622662324 53.8992909704 28.799355667
116.74481383 -49.0192859219 75.628692813
-122.205376667 -72.070677861 -16.9420109086
129.53186746 -11.9534004872 -25.0672858711
48.8009703637 -142.928725665 -7.09159397884
-65.6244176625 78.3426748812 -136.957107746
-38.7324082422 -102.401821796 -53.6653044675
-26.100646752 35.1983294762 54.304774423
-99.1785382781 149.205536861 112.324856717
13.3314557489 -85.2255187324 -81.3519461173
-103.483982199 90.9531475534 -25.4579895456
-83.6089597926 70.7169348981 -27.973351705
17.7857313511 112.696308025 40.6019636317
96.9280633524 -118.781781077 -102.093359349
79.34966156 -19.091109052 1.89297635982
48.6190597359 107.908866598 112.056397958
-74.6251613254 -113.722426372 -2.21237466371
109.478252045 6.48212324922 84.6237650106
-63.9264932849 127.217647053 -143.551283191
16.1005942419 -52.8502958672 72.105857522
96.5360561678 -22.0922222993 13.693909386
98.2693034076 -68.4873535165 12.8006545848
71.573225213 -61.9538102324 126.701942925
120.708261827 -48.514451414 -4.74475509208
-71.9896534129 -9.297789485 -56.9533327328
103.703741891 55.0785022722 55.2326460466
147.861060479 107.397235345 -72.7496321237
-88.2274449743 80.3575536205 -137.357532917
-70.9259373228 96.8386436847 -13.7438719184
-136.09685074 -95.0979171609 16.9553618666
15.3037599804 -86.6499891956 87.736301716
-5.40528518953 119.828281906 26.221231471
-69.9991702512 5.5359306558 128.538488662
9.33277863877 -7.15635883516 -91.3328880964
-12.1536349152 137.999663452 -85.4550316665
-55.5852258568 -54.014825006 -11.1388831029
